index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,y
30,0.035326883047711366,-7279.363998914955,5030.269966651496,19.0,-12.11403229375914,0.0,35855.6250067543,-1.4500436876793419,-12.810264688728155,20.0,1.1075976106380678,0.8403377180007494,350.0,-10.265062347178967,-1.3546027965334597,0.8612201602317662,10.022898682434846,1.0376656044968304,-445.7054052453962,0.927579188444928,14.372199904718562,-11918.994293092223,0.14130753219084546,-0.8091740197895252,13.534093850916697
68,-0.03622276482724607,6717.693886120753,-5898.137020686892,16.0,-442.7924503409682,0.0,-30848.30555524427,0.4325387958513254,-443.4049864946961,20.0,0.6664071080315882,-1.953343274463813,324.0,-443.7510205231578,0.96403002762102,0.8296840610588302,-0.09093132358242251,0.9785414838586685,-1.412977415485965,-1.6709360449807091,-18.20412660705831,16702.807882497025,-0.14489105930898427,-0.5341539790362267,18.609105586413246
38,0.13497673996979181,-6033.321751683416,4111.090477764429,9.0,-5.434225004189388,0.0,29817.29257061545,-7.245408367118804,-4.862976961163322,40.0,-1.4766299804015453,-1.3433624885784203,334.0,-2.9731411757057256,-26.653466256522936,0.8479725965555054,3.564770053493662,1.0121485086144721,-0.5317774783933689,-26.13591508896378,12.308654125043201,-9594.282159643428,0.5399069598791673,-0.906154282334848,4.4061667874742625
18,-0.10096142713212186,5381.096523258168,-4942.732043076642,19.0,-0.8831875571094477,0.0,-24333.921304940915,6.5670002835912165,0.808058390113716,40.0,1.4961321026341685,2.1154476059437686,368.0,-0.5377518753644535,-0.39902988229553465,0.8546936428032622,2.3981085772013735,1.0249604198701523,0.5184607845492788,1.0011268747863302,-13.431337073577831,14260.8968688003,-0.40384570852848745,0.6559243540975759,20.0392237691101
25,-0.029558404617777922,6568.288288967084,-5800.202207046927,13.0,-52.741363432506546,0.0,-30105.83430580506,-0.22608435953493533,-50.897605066672924,40.0,-0.25105001707643626,-0.9690508896303021,340.0,-52.60140897525611,-10.30631582030616,0.8667208630513653,0.9934158969338487,1.048590149689832,-7.604029746346912,-11.982477791173554,-17.059418256020372,16428.24964484299,-0.11823361847111169,-0.9988437283160851,17.566726876113478
15,0.16951276847386865,4690.472643802979,-4349.277931023058,12.0,-1.4498634225359228,0.0,-21119.803095192347,3.7700399289902027,0.4119433837695201,40.0,-320.47892425857594,-1.3910068963711528,350.0,-0.4838447503827557,0.5684318438353629,0.829565318207873,9.38152670486664,0.9783288055773447,-18.77189682666608,1.4466076260978449,-12.426508374351595,12613.242539789122,0.6780510738954746,-0.43179456645611636,14.72219728915448
55,0.00187138015132976,-2189.738680849576,1085.2080845078,8.0,3.9555085931887337,0.0,11560.567533707124,-3.751608168600905,2.880000064607005,40.0,-0.6800706342241921,-0.4164309958382919,344.0,3.0587712550167026,0.7067391673007211,0.8346198636320596,4.771848945905674,0.987442303859581,-322.1329799514092,0.8378618012119896,3.154674664266861,-1630.0402834154224,0.00748552060531904,0.8807127126597746,0.9689983192192093
79,-0.20754160490695328,-8567.827784987381,5976.075844658668,18.0,-2.264795124737116,0.0,42066.140487676996,5.9532235471282196,-5.0506209523570815,0.0,-32.592422932936195,-0.5855073421367161,379.0,-3.646790212220398,-122.46069077383027,0.857242710453731,-5.77916733231125,1.0298906923979863,-21.288631192820183,-120.23496815329068,15.76801014421812,-14106.388995600033,-0.8301664196278131,0.9770070827259819,22.323261583379384
40,-0.20908481085588865,-4773.976266216507,3054.353680268039,10.0,-20.169900471606407,0.0,23945.42550924171,7.912770632503888,-18.623174856790786,20.0,-1.6406932283308597,-0.5081663250130672,364.0,-18.315670513698198,-0.6891631803663768,0.8164089678245553,3.6149693492652144,0.9551648840577064,1.398212456284084,-0.30692367664987785,8.39108153919791,-6638.691797435942,-0.8363392434235546,0.9787947865841286,16.2796542604821
63,-0.11245026752741893,6605.502422570671,-5810.421154695359,8.0,-3.2295099207015348,0.0,-30275.68256902426,-7.381606016899283,-0.5883969505492174,40.0,-3.298201427016385,-2.001553177459984,348.0,-0.5385802587699088,-1.293766746434391,0.842836200503548,1.5821687903092894,1.0025317566993168,-29.206397478812075,0.7561870767422215,-16.69661251349241,16482.704957877784,-0.44980107010967574,-0.9881398818909919,9.40653202000533
61,0.03606235031636862,586.9553767903404,-1106.2066219959386,14.0,-456.0071570465222,0.0,-1665.7900018365249,5.20422225277621,-456.75233522575684,20.0,-524.5521865619863,-0.7830580886073792,330.0,-453.4697574497077,-616.2978209962504,0.8242077701767896,-4.599098339011752,0.9688017835979554,74.46263603203295,-616.4135625374794,-3.352141278775571,4182.212800303179,0.14424940126547448,0.7344805287993458,8.638188844439263
19,0.0630714748741577,2158.9791547308896,-2353.696556227527,13.0,-1.1852073698110643,0.0,-9147.858654370319,1.267059729613889,-1.5503415080375067,60.0,-0.43437468395311246,-0.29434753320973783,338.0,-3.8591001858910845,-2.2586940267624387,0.8533988502824562,2.0453892703292897,1.0224713717930234,0.1274111467394018,-3.2187499685887904,-6.963599278779665,7312.0762370024,0.2522858994966308,0.8964282518916299,7.814715240395826
27,0.14786230238300885,-8892.814666271419,6291.00996431199,17.0,25.58321085005143,0.0,43502.412265477236,5.184788465241551,23.190346354572192,20.0,-0.3681818089459575,-0.3939461733199314,343.0,24.410011713261937,-219.26166379275824,0.8305784912322145,3.7462494145088208,0.9801456485915785,-0.966954755873622,-221.98191261504695,18.34113692219239,-15211.05070848826,0.5914492095320354,-0.7117631289692794,24.114130824179455
54,-0.047328812150140676,-409.40445786404473,-313.89250879494284,11.0,-1.5133084339529816,0.0,3093.238633153016,5.822742169170457,0.8560836749090145,20.0,-1.2355625571739717,1.5133730514924766,337.0,-0.5897209841829021,0.5965785388510556,0.8268219762468764,1.1680988650524569,0.9734338076354389,-0.29441622641190623,-0.023099417373125403,-0.931431776839593,2090.6671426799007,-0.1893152486005627,-0.33411460419901695,7.015039529196822
